 1AK4_r1TMQ_r          86         237      101910       42660       12685
 1AK4_r1UDI_l          86          62       26660       11160       10889
 1AK4_r1UDI_r          86         123       52890       22140        8837
 1AK4_r2PCC_l          86          69       29670       12420       11197
 1AK4_r2PCC_r          86         128       55040       23040       19057
 1AK4_r2SIC_l          86         108       46440       19440       14808
 1AK4_r2SIC_r          86         116       49880       20880        7955
 1AVX_l1AK4_l         104         143       74360       54340       37992
 1AVX_l1AK4_r         104          86       44720       32680       14525
 1AVX_l1AVX_l         104         104       54080       39520       26604
 1AVX_l1AVX_r         104          98       50960       37240       21336
 1AVX_l1AY7_l         104          62       32240       23560       11434
 1AVX_l1AY7_r         104          72       37440       27360       22777
 1AVX_l1B6C_l         104         208      108160       79040       45546
 1AVX_l1B6C_r         104          86       44720       32680       21473
 1AVX_l1BUH_l         104         106       55120       40280       38243
 1AVX_l1BUH_r         104         162       84240       61560       44426
 1AVX_l1BVN_l         104          55       28600       20900       20085
 1AVX_l1BVN_r         104         241      125320       91580       35578
 1AVX_l1CGI_l         104          59       30680       22420       21238
 1AVX_l1CGI_r         104         107       55640       40660       15354
 1AVX_l1D6R_l         104          71       36920       26980       25722
 1AVX_l1D6R_r         104         108       56160       41040       18680
 1AVX_l1DFJ_l         104         209      108680       79420       37280
 1AVX_l1DFJ_r         104          94       48880       35720       32489
 1AVX_l1E6E_l         104          83       43160       31540       21974
 1AVX_l1E6E_r         104         226      117520       85880       66529
 1AVX_l1E96_l         104         137       71240       52060       45862
 1AVX_l1E96_r         104         125       65000       47500       19281
 1AVX_l1EAW_l         104          56       29120       21280       21279
 1AVX_l1EAW_r         104         108       56160       41040       25033
 1AVX_l1EWY_l         104          58       30160       22040       15228
 1AVX_l1EWY_r         104         169       87880       64220       40468
 1AVX_l1F34_l         104         128       66560       48640       44188
 1AVX_l1F34_r         104         155       80600       58900       58898
 1AVX_l1FC2_l         104         237      123240       90060       36920
 1AVX_l1FC2_r         104          89       46280       33820       31687
 1AVX_l1FQJ_l         104         129       67080       49020       43394
 1AVX_l1FQJ_r         104         178       92560       67640       58278

 1AK4_l/1AK4_l         143         143      102245       67925       47809
 1AK4_l/1AK4_r         143          86       61490       40850       18177
 1AK4_l/1AVX_l         143         104       74360       49400       33262
 1AK4_l/1AVX_r         143          98       70070       46550       26513
 1AK4_l/1AY7_l         143          62       44330       29450       14328
 1AK4_l/1AY7_r         143          72       51480       34200       28300
 1AK4_l/1B6C_l         143         208      148720       98800       57063
 1AK4_l/1B6C_r         143          86       61490       40850       26919
 1AK4_l/1BUH_l         143         106       75790       50350       47860
 1AK4_l/1BUH_r         143         162      115830       76950       55165
 1AK4_l/1BVN_l         143          55       39325       26125       25066
 1AK4_l/1BVN_r         143         241      172315      114475       44413
 1AK4_l/1CGI_l         143          59       42185       28025       26510
 1AK4_l/1CGI_r         143         107       76505       50825       18883
 1AK4_l/1D6R_l         143          71       50765       33725       32181
 1AK4_l/1D6R_r         143         108       77220       51300       23114
 1AK4_l/1DFJ_l         143         209      149435       99275       46888
 1AK4_l/1DFJ_r         143          94       67210       44650       40662
 1AK4_l/1E6E_l         143          83       59345       39425       27520
 1AK4_l/1E6E_r         143         226      161590      107350       83486
 1AK4_l/1E96_l         143         137       97955       65075       57519
 1AK4_l/1E96_r         143         125       89375       59375       24300
 1AK4_l/1EAW_l         143          56       40040       26600       26600
 1AK4_l/1EAW_r         143         108       77220       51300       31038
 1AK4_l/1EWY_l         143          58       41470       27550       19162
 1AK4_l/1EWY_r         143         169      120835       80275       50510
 1AK4_l/1F34_l         143         128       91520       60800       55150
 1AK4_l/1F34_r         143         155      110825       73625       73621
 1AK4_l/1FC2_l         143         237      169455      112575       46327
 1AK4_l/1FC2_r         143          89       63635       42275       39582
 1AK4_l/1FQJ_l         143         129       92235       61275       54196
 1AK4_l/1FQJ_r         143         178      127270       84550       72869
 1AK4_l/1GCQ_l         143          49       35035       23275       18116
 1AK4_l/1GCQ_r         143         162      115830       76950       17214
 1AK4_l/1H1V_l         143         342      244530      162450      155836
 1AK4_l/1H1V_r         143         210      150150       99750       75218
 1AK4_l/1KXQ_l         143          85       60775       40375       32194
 1AK4_l/1KXQ_r         143         245      175175      116375       20763
 1AK4_l/1M10_l         143         239      170885      113525       38358
 1AK4_l/1M10_r         143         149      106535       70775       41820
 1AK4_l/1MAH_l         143          55       39325       26125       26125
 1AK4_l/1MAH_r         143         202      144430       95950       58897
 1AK4_l/1PPE_l         143          31       22165       14725       14725
 1AK4_l/1PPE_r         143         100       71500       47500       25551
 1AK4_l/1SBB_l         143         162      115830       76950       51087
 1AK4_l/1SBB_r         143         210      150150       99750       33534
 1AK4_l/1TMQ_l         143          75       53625       35625       20460
 1AK4_l/1TMQ_r         143         237      169455      112575       32138
 1AK4_l/1UDI_l         143          62       44330       29450       28583
 1AK4_l/1UDI_r         143         123       87945       58425       25133
 1AK4_l/2PCC_l         143          69       49335       32775       29856
 1AK4_l/2PCC_r         143         128       91520       60800       49360
 1AK4_l/2SIC_l         143         108       77220       51300       39707
 1AK4_l/2SIC_r         143         116       82940       55100       21906
 1AK4_r/1AK4_l          86         143       61490       25740       18365
 1AK4_r/1AK4_r          86          86       36980       15480        6131
 1AK4_r/1AVX_l          86         104       44720       18720       12155
 1AK4_r/1AVX_r          86          98       42140       17640       10184
 1AK4_r/1AY7_l          86          62       26660       11160        6014
 1AK4_r/1AY7_r          86          72       30960       12960       10606
 1AK4_r/1B6C_l          86         208       89440       37440       21345
 1AK4_r/1B6C_r          86          86       36980       15480       10066
 1AK4_r/1BUH_l          86         106       45580       19080       18119
 1AK4_r/1BUH_r          86         162       69660       29160       20646
 1AK4_r/1BVN_l          86          55       23650        9900        9545
 1AK4_r/1BVN_r          86         241      103630       43380       16375
 1AK4_r/1CGI_l          86          59       25370       10620       10173
 1AK4_r/1CGI_r          86         107       46010       19260        7321
 1AK4_r/1D6R_l          86          71       30530       12780       12134
 1AK4_r/1D6R_r          86         108       46440       19440        8226
 1AK4_r/1DFJ_l          86         209       89870       37620       17881
 1AK4_r/1DFJ_r          86          94       40420       16920       15315
 1AK4_r/1E6E_l          86          83       35690       14940       10289
 1AK4_r/1E6E_r          86         226       97180       40680       31216
 1AK4_r/1E96_l          86         137       58910       24660       21692
 1AK4_r/1E96_r          86         125       53750       22500        9668
 1AK4_r/1EAW_l          86          56       24080       10080       10080
 1AK4_r/1EAW_r          86         108       46440       19440       11579
 1AK4_r/1EWY_l          86          58       24940       10440        7135
 1AK4_r/1EWY_r          86         169       72670       30420       19953
 1AK4_r/1F34_l          86         128       55040       23040       20897
 1AK4_r/1F34_r          86         155       66650       27900       27900
 1AK4_r/1FC2_l          86         237      101910       42660       18800
 1AK4_r/1FC2_r          86          89       38270       16020       15054
 1AK4_r/1FQJ_l          86         129       55470       23220       20595
 1AK4_r/1FQJ_r          86         178       76540       32040       28126
 1AK4_r/1GCQ_l          86          49       21070        8820        7085
 1AK4_r/1GCQ_r          86         162       69660       29160        6368
 1AK4_r/1H1V_l          86         342      147060       61560       59152
 1AK4_r/1H1V_r          86         210       90300       37800       29214
 1AK4_r/1KXQ_l          86          85       36550       15300       12331
 1AK4_r/1KXQ_r          86         245      105350       44100        8451
 1AK4_r/1M10_l          86         239      102770       43020       14192
 1AK4_r/1M10_r          86         149       64070       26820       16038
 1AK4_r/1MAH_l          86          55       23650        9900        9900
 1AK4_r/1MAH_r          86         202       86860       36360       23191
 1AK4_r/1PPE_l          86          31       13330        5580        5580
 1AK4_r/1PPE_r          86         100       43000       18000        9856
 1AK4_r/1SBB_l          86         162       69660       29160       20191
 1AK4_r/1SBB_r          86         210       90300       37800       11877
 1AK4_r/1TMQ_l          86          75       32250       13500        7862
 1AK4_r/1TMQ_r          86         237      101910       42660       12685
 1AK4_r/1UDI_l          86          62       26660       11160       10889
 1AK4_r/1UDI_r          86         123       52890       22140        8837
 1AK4_r/2PCC_l          86          69       29670       12420       11197
 1AK4_r/2PCC_r          86         128       55040       23040       19057
 1AK4_r/2SIC_l          86         108       46440       19440       14808
 1AK4_r/2SIC_r          86         116       49880       20880        7955
 1AVX_l/1AK4_l         104         143       74360       54340       37992
 1AVX_l/1AK4_r         104          86       44720       32680       14525
 1AVX_l/1AVX_l         104         104       54080       39520       26604
 1AVX_l/1AVX_r         104          98       50960       37240       21336
 1AVX_l/1AY7_l         104          62       32240       23560       11434
 1AVX_l/1AY7_r         104          72       37440       27360       22777
 1AVX_l/1B6C_l         104         208      108160       79040       45546
 1AVX_l/1B6C_r         104          86       44720       32680       21473
 1AVX_l/1BUH_l         104         106       55120       40280       38243
 1AVX_l/1BUH_r         104         162       84240       61560       44426
 1AVX_l/1BVN_l         104          55       28600       20900       20085
 1AVX_l/1BVN_r         104         241      125320       91580       35578
 1AVX_l/1CGI_l         104          59       30680       22420       21238
 1AVX_l/1CGI_r         104         107       55640       40660       15354
 1AVX_l/1D6R_l         104          71       36920       26980       25722
 1AVX_l/1D6R_r         104         108       56160       41040       18680
 1AVX_l/1DFJ_l         104         209      108680       79420       37280
 1AVX_l/1DFJ_r         104          94       48880       35720       32489
 1AVX_l/1E6E_l         104          83       43160       31540       21974
 1AVX_l/1E6E_r         104         226      117520       85880       66529
 1AVX_l/1E96_l         104         137       71240       52060       45862
 1AVX_l/1E96_r         104         125       65000       47500       19281
 1AVX_l/1EAW_l         104          56       29120       21280       21279
 1AVX_l/1EAW_r         104         108       56160       41040       25033
 1AVX_l/1EWY_l         104          58       30160       22040       15228
 1AVX_l/1EWY_r         104         169       87880       64220       40468
 1AVX_l/1F34_l         104         128       66560       48640       44188
 1AVX_l/1F34_r         104         155       80600       58900       58898
 1AVX_l/1FC2_l         104         237      123240       90060       36920
 1AVX_l/1FC2_r         104          89       46280       33820       31687
 1AVX_l/1FQJ_l         104         129       67080       49020       43394
 1AVX_l/1FQJ_r         104         178       92560       67640       58278
 1AVX_l/1GCQ_l         104          49       25480       18620       14439
 1AVX_l/1GCQ_r         104         162       84240       61560       14170
 1AVX_l/1H1V_l         104         342      177840      129960      124811
 1AVX_l/1H1V_r         104         210      109200       79800       60112
 1AVX_l/1KXQ_l         104          85       44200       32300       25776
 1AVX_l/1KXQ_r         104         245      127400       93100       16219
 1AVX_l/1M10_l         104         239      124280       90820       30945
 1AVX_l/1M10_r         104         149       77480       56620       33619
 1AVX_l/1MAH_l         104          55       28600       20900       20900
 1AVX_l/1MAH_r         104         202      105040       76760       47012
 1AVX_l/1PPE_l         104          31       16120       11780       11780
 1AVX_l/1PPE_r         104         100       52000       38000       20260
 1AVX_l/1SBB_l         104         162       84240       61560       40887
 1AVX_l/1SBB_r         104         210      109200       79800       27108
 1AVX_l/1TMQ_l         104          75       39000       28500       16435
 1AVX_l/1TMQ_r         104         237      123240       90060       25525
 1AVX_l/1UDI_l         104          62       32240       23560       22869
 1AVX_l/1UDI_r         104         123       63960       46740       20200
 1AVX_l/2PCC_l         104          69       35880       26220       23919
 1AVX_l/2PCC_r         104         128       66560       48640       39387
 1AVX_l/2SIC_l         104         108       56160       41040       31701
 1AVX_l/2SIC_r         104         116       60320       44080       17679
 1AVX_r/1AK4_l          98         143       70070       40040       27575
 1AVX_r/1AK4_r          98          86       42140       24080       11282
 1AVX_r/1AVX_l          98         104       50960       29120       20022
 1AVX_r/1AVX_r          98          98       48020       27440       15668
 1AVX_r/1AY7_l          98          62       30380       17360        8200
 1AVX_r/1AY7_r          98          72       35280       20160       16844
 1AVX_r/1B6C_l          98         208      101920       58240       33491
 1AVX_r/1B6C_r          98          86       42140       24080       15911
 1AVX_r/1BUH_l          98         106       51940       29680       28089
 1AVX_r/1BUH_r          98         162       79380       45360       33254
 1AVX_r/1BVN_l          98          55       26950       15400       14770
 1AVX_r/1BVN_r          98         241      118090       67480       26629
 1AVX_r/1CGI_l          98          59       28910       16520       15577
 1AVX_r/1CGI_r          98         107       52430       29960       11529
 1AVX_r/1D6R_l          98          71       34790       19880       18995
 1AVX_r/1D6R_r          98         108       52920       30240       14036
 1AVX_r/1DFJ_l          98         209      102410       58520       26877
 1AVX_r/1DFJ_r          98          94       46060       26320       23881
 1AVX_r/1E6E_l          98          83       40670       23240       16289
 1AVX_r/1E6E_r          98         226      110740       63280       49173
 1AVX_r/1E96_l          98         137       67130       38360       33753
 1AVX_r/1E96_r          98         125       61250       35000       13943
 1AVX_r/1EAW_l          98          56       27440       15680       15680
 1AVX_r/1EAW_r          98         108       52920       30240       18652
 1AVX_r/1EWY_l          98          58       28420       16240       11347
 1AVX_r/1EWY_r          98         169       82810       47320       28989
 1AVX_r/1F34_l          98         128       62720       35840       32578
 1AVX_r/1F34_r          98         155       75950       43400       43399
 1AVX_r/1FC2_l          98         237      116130       66360       26071
 1AVX_r/1FC2_r          98          89       43610       24920       23272
 1AVX_r/1FQJ_l          98         129       63210       36120       31855
 1AVX_r/1FQJ_r          98         178       87220       49840       42504
 1AVX_r/1GCQ_l          98          49       24010       13720       10406
 1AVX_r/1GCQ_r          98         162       79380       45360       10717
 1AVX_r/1H1V_l          98         342      167580       95760       91959
 1AVX_r/1H1V_r          98         210      102900       58800       43793
 1AVX_r/1KXQ_l          98          85       41650       23800       18760
 1AVX_r/1KXQ_r          98         245      120050       68600       11071
 1AVX_r/1M10_l          98         239      117110       66920       23507
 1AVX_r/1M10_r          98         149       73010       41720       24773
 1AVX_r/1MAH_l          98          55       26950       15400       15400
 1AVX_r/1MAH_r          98         202       98980       56560       33998
 1AVX_r/1PPE_l          98          31       15190        8680        8680
 1AVX_r/1PPE_r          98         100       49000       28000       14756
 1AVX_r/1SBB_l          98         162       79380       45360       29542
 1AVX_r/1SBB_r          98         210      102900       58800       20782
 1AVX_r/1TMQ_l          98          75       36750       21000       12085
 1AVX_r/1TMQ_r          98         237      116130       66360       18111
 1AVX_r/1UDI_l          98          62       30380       17360       16833
 1AVX_r/1UDI_r          98         123       60270       34440       15251
 1AVX_r/2PCC_l          98          69       33810       19320       17746
 1AVX_r/2PCC_r          98         128       62720       35840       28783
 1AVX_r/2SIC_l          98         108       52920       30240       23681
 1AVX_r/2SIC_r          98         116       56840       32480       13480
 1AY7_l/1AK4_l          62         143       44330       25740       17576
 1AY7_l/1AK4_r          62          86       26660       15480        7602
 1AY7_l/1AVX_l          62         104       32240       18720       12831
 1AY7_l/1AVX_r          62          98       30380       17640        9941
 1AY7_l/1AY7_l          62          62       19220       11160        4779
 1AY7_l/1AY7_r          62          72       22320       12960       10967
 1AY7_l/1B6C_l          62         208       64480       37440       21909
 1AY7_l/1B6C_r          62          86       26660       15480       10348
 1AY7_l/1BUH_l          62         106       32860       19080       18150
 1AY7_l/1BUH_r          62         162       50220       29160       21069
 1AY7_l/1BVN_l          62          55       17050        9900        9500
 1AY7_l/1BVN_r          62         241       74710       43380       17199
 1AY7_l/1CGI_l          62          59       18290       10620        9866
 1AY7_l/1CGI_r          62         107       33170       19260        7169
 1AY7_l/1D6R_l          62          71       22010       12780       12263
 1AY7_l/1D6R_r          62         108       33480       19440        9412
 1AY7_l/1DFJ_l          62         209       64790       37620       17011
 1AY7_l/1DFJ_r          62          94       29140       16920       15487
 1AY7_l/1E6E_l          62          83       25730       14940       10571
 1AY7_l/1E6E_r          62         226       70060       40680       31687
 1AY7_l/1E96_l          62         137       42470       24660       21654
 1AY7_l/1E96_r          62         125       38750       22500        8305
 1AY7_l/1EAW_l          62          56       17360       10080       10080
 1AY7_l/1EAW_r          62         108       33480       19440       12138
 1AY7_l/1EWY_l          62          58       17980       10440        7330
 1AY7_l/1EWY_r          62         169       52390       30420       18470
 1AY7_l/1F34_l          62         128       39680       23040       21027
 1AY7_l/1F34_r          62         155       48050       27900       27898
 1AY7_l/1FC2_l          62         237       73470       42660       16329
 1AY7_l/1FC2_r          62          89       27590       16020       15005
 1AY7_l/1FQJ_l          62         129       39990       23220       20586
 1AY7_l/1FQJ_r          62         178       55180       32040       27239
 1AY7_l/1GCQ_l          62          49       15190        8820        6371
 1AY7_l/1GCQ_r          62         162       50220       29160        6952
 1AY7_l/1H1V_l          62         342      106020       61560       59040
 1AY7_l/1H1V_r          62         210       65100       37800       27561
 1AY7_l/1KXQ_l          62          85       26350       15300       12021
 1AY7_l/1KXQ_r          62         245       75950       44100        6994
 1AY7_l/1M10_l          62         239       74090       43020       15118
 1AY7_l/1M10_r          62         149       46190       26820       15645
 1AY7_l/1MAH_l          62          55       17050        9900        9900
 1AY7_l/1MAH_r          62         202       62620       36360       21512
 1AY7_l/1PPE_l          62          31        9610        5580        5580
 1AY7_l/1PPE_r          62         100       31000       18000        9654
 1AY7_l/1SBB_l          62         162       50220       29160       19023
 1AY7_l/1SBB_r          62         210       65100       37800       13934
 1AY7_l/1TMQ_l          62          75       23250       13500        7796
 1AY7_l/1TMQ_r          62         237       73470       42660       11529
 1AY7_l/1UDI_l          62          62       19220       11160       10787
 1AY7_l/1UDI_r          62         123       38130       22140       10402
 1AY7_l/2PCC_l          62          69       21390       12420       11458
 1AY7_l/2PCC_r          62         128       39680       23040       18147
 1AY7_l/2SIC_l          62         108       33480       19440       15154
 1AY7_l/2SIC_r          62         116       35960       20880        8619
 1AY7_r/1AK4_l          72         143       51480       44330       31001
 1AY7_r/1AK4_r          72          86       30960       26660       11870
 1AY7_r/1AVX_l          72         104       37440       32240       21752
 1AY7_r/1AVX_r          72          98       35280       30380       17309
 1AY7_r/1AY7_l          72          62       22320       19220        9295
 1AY7_r/1AY7_r          72          72       25920       22320       18598
 1AY7_r/1B6C_l          72         208       74880       64480       37228
 1AY7_r/1B6C_r          72          86       30960       26660       17537
 1AY7_r/1BUH_l          72         106       38160       32860       31156
 1AY7_r/1BUH_r          72         162       58320       50220       36221
 1AY7_r/1BVN_l          72          55       19800       17050       16365
 1AY7_r/1BVN_r          72         241       86760       74710       28968
 1AY7_r/1CGI_l          72          59       21240       18290       17251
 1AY7_r/1CGI_r          72         107       38520       33170       12508
 1AY7_r/1D6R_l          72          71       25560       22010       21049
 1AY7_r/1D6R_r          72         108       38880       33480       15184
 1AY7_r/1DFJ_l          72         209       75240       64790       30246
 1AY7_r/1DFJ_r          72          94       33840       29140       26569
 1AY7_r/1E6E_l          72          83       29880       25730       17816
 1AY7_r/1E6E_r          72         226       81360       70060       54293
 1AY7_r/1E96_l          72         137       49320       42470       37481
 1AY7_r/1E96_r          72         125       45000       38750       15807
 1AY7_r/1EAW_l          72          56       20160       17360       17360
 1AY7_r/1EAW_r          72         108       38880       33480       20382
 1AY7_r/1EWY_l          72          58       20880       17980       12451
 1AY7_r/1EWY_r          72         169       60840       52390       32840
 1AY7_r/1F34_l          72         128       46080       39680       36031
 1AY7_r/1F34_r          72         155       55800       48050       48048
 1AY7_r/1FC2_l          72         237       85320       73470       30105
 1AY7_r/1FC2_r          72          89       32040       27590       25814
 1AY7_r/1FQJ_l          72         129       46440       39990       35387
 1AY7_r/1FQJ_r          72         178       64080       55180       47456
 1AY7_r/1GCQ_l          72          49       17640       15190       11760
 1AY7_r/1GCQ_r          72         162       58320       50220       11537
 1AY7_r/1H1V_l          72         342      123120      106020      101787
 1AY7_r/1H1V_r          72         210       75600       65100       49001
 1AY7_r/1KXQ_l          72          85       30600       26350       20816
 1AY7_r/1KXQ_r          72         245       88200       75950       13265
 1AY7_r/1M10_l          72         239       86040       74090       25133
 1AY7_r/1M10_r          72         149       53640       46190       27392
 1AY7_r/1MAH_l          72          55       19800       17050       17050
 1AY7_r/1MAH_r          72         202       72720       62620       38298
 1AY7_r/1PPE_l          72          31       11160        9610        9610
 1AY7_r/1PPE_r          72         100       36000       31000       16769
 1AY7_r/1SBB_l          72         162       58320       50220       33266
 1AY7_r/1SBB_r          72         210       75600       65100       22083
 1AY7_r/1TMQ_l          72          75       27000       23250       13382
 1AY7_r/1TMQ_r          72         237       85320       73470       20689
 1AY7_r/1UDI_l          72          62       22320       19220       18619
 1AY7_r/1UDI_r          72         123       44280       38130       16493
 1AY7_r/2PCC_l          72          69       24840       21390       19525
 1AY7_r/2PCC_r          72         128       46080       39680       32212
 1AY7_r/2SIC_l          72         108       38880       33480       25959
 1AY7_r/2SIC_r          72         116       41760       35960       14352
 1B6C_l/1AK4_l         208         143      148720       79365       56518
 1B6C_l/1AK4_r         208          86       89440       47730       22076
 1B6C_l/1AVX_l         208         104      108160       57720       38839
 1B6C_l/1AVX_r         208          98      101920       54390       30765
 1B6C_l/1AY7_l         208          62       64480       34410       15921
 1B6C_l/1AY7_r         208          72       74880       39960       33505
 1B6C_l/1B6C_l         208         208      216320      115440       66806
 1B6C_l/1B6C_r         208          86       89440       47730       31231
 1B6C_l/1BUH_l         208         106      110240       58830       55905
 1B6C_l/1BUH_r         208         162      168480       89910       63449
 1B6C_l/1BVN_l         208          55       57200       30525       29288
 1B6C_l/1BVN_r         208         241      250640      133755       52333
 1B6C_l/1CGI_l         208          59       61360       32745       30901
 1B6C_l/1CGI_r         208         107      111280       59385       21234
 1B6C_l/1D6R_l         208          71       73840       39405       37702
 1B6C_l/1D6R_r         208         108      112320       59940       26934
 1B6C_l/1DFJ_l         208         209      217360      115995       54946
 1B6C_l/1DFJ_r         208          94       97760       52170       47623
 1B6C_l/1E6E_l         208          83       86320       46065       32507
 1B6C_l/1E6E_r         208         226      235040      125430       96920
 1B6C_l/1E96_l         208         137      142480       76035       66911
 1B6C_l/1E96_r         208         125      130000       69375       27591
 1B6C_l/1EAW_l         208          56       58240       31080       31076
 1B6C_l/1EAW_r         208         108      112320       59940       36843
 1B6C_l/1EWY_l         208          58       60320       32190       21610
 1B6C_l/1EWY_r         208         169      175760       93795       58824
 1B6C_l/1F34_l         208         128      133120       71040       64588
 1B6C_l/1F34_r         208         155      161200       86025       86019
 1B6C_l/1FC2_l         208         237      246480      131535       53483
 1B6C_l/1FC2_r         208          89       92560       49395       46222
 1B6C_l/1FQJ_l         208         129      134160       71595       63278
 1B6C_l/1FQJ_r         208         178      185120       98790       85327
 1B6C_l/1GCQ_l         208          49       50960       27195       21245
 1B6C_l/1GCQ_r         208         162      168480       89910       20281
 1B6C_l/1H1V_l         208         342      355680      189810      182189
 1B6C_l/1H1V_r         208         210      218400      116550       87603
 1B6C_l/1KXQ_l         208          85       88400       47175       37861
 1B6C_l/1KXQ_r         208         245      254800      135975       24437
 1B6C_l/1M10_l         208         239      248560      132645       44530
